individual_id	tumor_bam	normal_bam	maf_file_capture_validated_consensus	indel_maf_file_capture_validated_consensus
THCA-TCGA-BJ-A0ZF	/seq/picard_aggregation/C499/TCGA-BJ-A0ZF-01A-11D-A10S-08/v5/TCGA-BJ-A0ZF-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A0ZF-10A-01D-A10S-08/v5/TCGA-BJ-A0ZF-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZF-TP-NB-SM-1RAEK-SM-1RAEN/jobs/mutation_validator/consensus_snp/job.56428086/THCA-TCGA-BJ-A0ZF-TP-NB-SM-1RAEK-SM-1RAEN.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZF-TP-NB-SM-1RAEK-SM-1RAEN/jobs/mutation_validator/consensus/job.56428087/THCA-TCGA-BJ-A0ZF-TP-NB-SM-1RAEK-SM-1RAEN.validated_with_consensus.maf
THCA-TCGA-BJ-A0ZG	/seq/picard_aggregation/C499/TCGA-BJ-A0ZG-01A-11D-A10S-08/v5/TCGA-BJ-A0ZG-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A0ZG-10A-01D-A10S-08/v5/TCGA-BJ-A0ZG-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZG-TP-NB-SM-1RAEQ-SM-1RAET/jobs/mutation_validator/consensus_snp/job.56427743/THCA-TCGA-BJ-A0ZG-TP-NB-SM-1RAEQ-SM-1RAET.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZG-TP-NB-SM-1RAEQ-SM-1RAET/jobs/mutation_validator/consensus/job.56427744/THCA-TCGA-BJ-A0ZG-TP-NB-SM-1RAEQ-SM-1RAET.validated_with_consensus.maf
THCA-TCGA-BJ-A0ZH	/seq/picard_aggregation/C499/TCGA-BJ-A0ZH-01A-11D-A10S-08/v5/TCGA-BJ-A0ZH-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A0ZH-10A-01D-A10S-08/v6/TCGA-BJ-A0ZH-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZH-TP-NB-SM-1RAEW-SM-1RAEZ/jobs/mutation_validator/consensus_snp/job.56406874/THCA-TCGA-BJ-A0ZH-TP-NB-SM-1RAEW-SM-1RAEZ.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZH-TP-NB-SM-1RAEW-SM-1RAEZ/jobs/mutation_validator/consensus/job.56406862/THCA-TCGA-BJ-A0ZH-TP-NB-SM-1RAEW-SM-1RAEZ.validated_with_consensus.maf
THCA-TCGA-BJ-A0ZJ	/seq/picard_aggregation/C499/TCGA-BJ-A0ZJ-01A-11D-A10S-08/v5/TCGA-BJ-A0ZJ-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A0ZJ-10A-01D-A10S-08/v5/TCGA-BJ-A0ZJ-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZJ-TP-NB-SM-1RADN-SM-1RADQ/jobs/mutation_validator/consensus_snp/job.56428326/THCA-TCGA-BJ-A0ZJ-TP-NB-SM-1RADN-SM-1RADQ.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A0ZJ-TP-NB-SM-1RADN-SM-1RADQ/jobs/mutation_validator/consensus/job.56423381/THCA-TCGA-BJ-A0ZJ-TP-NB-SM-1RADN-SM-1RADQ.validated_with_consensus.maf
THCA-TCGA-BJ-A18Y	/seq/picard_aggregation/C499/TCGA-BJ-A18Y-01A-11D-A13W-08/v3/TCGA-BJ-A18Y-01A-11D-A13W-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A18Y-10A-01D-A13W-08/v3/TCGA-BJ-A18Y-10A-01D-A13W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A18Y-TP-NB-SM-1WK8B-SM-1WK8E/jobs/mutation_validator/consensus_snp/job.56428045/THCA-TCGA-BJ-A18Y-TP-NB-SM-1WK8B-SM-1WK8E.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A18Y-TP-NB-SM-1WK8B-SM-1WK8E/jobs/mutation_validator/consensus/job.56428046/THCA-TCGA-BJ-A18Y-TP-NB-SM-1WK8B-SM-1WK8E.validated_with_consensus.maf
THCA-TCGA-BJ-A18Z	/seq/picard_aggregation/C499/TCGA-BJ-A18Z-01A-21D-A13W-08/v1/TCGA-BJ-A18Z-01A-21D-A13W-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A18Z-10A-01D-A13W-08/v4/TCGA-BJ-A18Z-10A-01D-A13W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A18Z-TP-NB-SM-1WK8G-SM-1WK8J/jobs/mutation_validator/consensus_snp/job.56428084/THCA-TCGA-BJ-A18Z-TP-NB-SM-1WK8G-SM-1WK8J.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A18Z-TP-NB-SM-1WK8G-SM-1WK8J/jobs/mutation_validator/consensus/job.56428085/THCA-TCGA-BJ-A18Z-TP-NB-SM-1WK8G-SM-1WK8J.validated_with_consensus.maf
THCA-TCGA-BJ-A190	/seq/picard_aggregation/C499/TCGA-BJ-A190-01A-11D-A13W-08/v3/TCGA-BJ-A190-01A-11D-A13W-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A190-10A-01D-A13W-08/v6/TCGA-BJ-A190-10A-01D-A13W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A190-TP-NB-SM-1WK7M-SM-1WK7O/jobs/mutation_validator/consensus_snp/job.56428241/THCA-TCGA-BJ-A190-TP-NB-SM-1WK7M-SM-1WK7O.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A190-TP-NB-SM-1WK7M-SM-1WK7O/jobs/mutation_validator/consensus/job.56428242/THCA-TCGA-BJ-A190-TP-NB-SM-1WK7M-SM-1WK7O.validated_with_consensus.maf
THCA-TCGA-BJ-A191	/seq/picard_aggregation/C499/TCGA-BJ-A191-01A-11D-A13W-08/v3/TCGA-BJ-A191-01A-11D-A13W-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A191-10A-01D-A13W-08/v3/TCGA-BJ-A191-10A-01D-A13W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A191-TP-NB-SM-1WK7Q-SM-1WK7S/jobs/mutation_validator/consensus_snp/job.56428258/THCA-TCGA-BJ-A191-TP-NB-SM-1WK7Q-SM-1WK7S.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A191-TP-NB-SM-1WK7Q-SM-1WK7S/jobs/mutation_validator/consensus/job.56428259/THCA-TCGA-BJ-A191-TP-NB-SM-1WK7Q-SM-1WK7S.validated_with_consensus.maf
THCA-TCGA-BJ-A192	/seq/picard_aggregation/C499/TCGA-BJ-A192-01A-31D-A13W-08/v3/TCGA-BJ-A192-01A-31D-A13W-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A192-10A-01D-A13W-08/v3/TCGA-BJ-A192-10A-01D-A13W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A192-TP-NB-SM-1WK7U-SM-1WK7W/jobs/mutation_validator/consensus_snp/job.56428264/THCA-TCGA-BJ-A192-TP-NB-SM-1WK7U-SM-1WK7W.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A192-TP-NB-SM-1WK7U-SM-1WK7W/jobs/mutation_validator/consensus/job.56428265/THCA-TCGA-BJ-A192-TP-NB-SM-1WK7U-SM-1WK7W.validated_with_consensus.maf
THCA-TCGA-BJ-A28R	/seq/picard_aggregation/C499/TCGA-BJ-A28R-01A-11D-A16O-08/v2/TCGA-BJ-A28R-01A-11D-A16O-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28R-10A-01D-A16O-08/v2/TCGA-BJ-A28R-10A-01D-A16O-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8/jobs/mutation_validator/consensus_snp/job.56428004/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8/jobs/mutation_validator/consensus/job.56428005/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8.validated_with_consensus.maf
THCA-TCGA-BJ-A28R	/seq/picard_aggregation/C499/TCGA-BJ-A28R-01A-11D-A16O-08/v2/TCGA-BJ-A28R-01A-11D-A16O-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28R-10A-01D-A16O-08/v2/TCGA-BJ-A28R-10A-01D-A16O-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI/jobs/mutation_validator/consensus_snp/job.56407624/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI/jobs/mutation_validator/consensus/job.56407615/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI.validated_with_consensus.maf
THCA-TCGA-BJ-A28R	/seq/picard_aggregation/C499/TCGA-BJ-A28R-01A-11D-A16O-08/v2/TCGA-BJ-A28R-01A-11D-A16O-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28R-11A-11D-A16O-08/v2/TCGA-BJ-A28R-11A-11D-A16O-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8/jobs/mutation_validator/consensus_snp/job.56428004/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8/jobs/mutation_validator/consensus/job.56428005/THCA-TCGA-BJ-A28R-TP-NB-SM-23FZ4-SM-23FZ8.validated_with_consensus.maf
THCA-TCGA-BJ-A28R	/seq/picard_aggregation/C499/TCGA-BJ-A28R-01A-11D-A16O-08/v2/TCGA-BJ-A28R-01A-11D-A16O-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28R-11A-11D-A16O-08/v2/TCGA-BJ-A28R-11A-11D-A16O-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI/jobs/mutation_validator/consensus_snp/job.56407624/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI/jobs/mutation_validator/consensus/job.56407615/THCA-TCGA-BJ-A28R-TP-NT-SM-23FZ4-SM-23FZI.validated_with_consensus.maf
THCA-TCGA-BJ-A28S	/seq/picard_aggregation/C499/TCGA-BJ-A28S-01A-11D-A19J-08/v2/TCGA-BJ-A28S-01A-11D-A19J-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28S-10A-01D-A19M-08/v3/TCGA-BJ-A28S-10A-01D-A19M-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28S-TP-NB-SM-2EPPD-SM-2EO3Q/jobs/mutation_validator/consensus_snp/job.56428348/THCA-TCGA-BJ-A28S-TP-NB-SM-2EPPD-SM-2EO3Q.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28S-TP-NB-SM-2EPPD-SM-2EO3Q/jobs/mutation_validator/consensus/job.56428349/THCA-TCGA-BJ-A28S-TP-NB-SM-2EPPD-SM-2EO3Q.validated_with_consensus.maf
THCA-TCGA-BJ-A28T	/seq/picard_aggregation/C499/TCGA-BJ-A28T-01A-11D-A16O-08/v4/TCGA-BJ-A28T-01A-11D-A16O-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28T-10A-01D-A16O-08/v4/TCGA-BJ-A28T-10A-01D-A16O-08.bam		
THCA-TCGA-BJ-A28V	/seq/picard_aggregation/C499/TCGA-BJ-A28V-01A-11D-A19J-08/v1/TCGA-BJ-A28V-01A-11D-A19J-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28V-10A-01D-A19M-08/v1/TCGA-BJ-A28V-10A-01D-A19M-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28V-TP-NB-SM-2EPPN-SM-2EO41/jobs/mutation_validator/consensus_snp/job.56427629/THCA-TCGA-BJ-A28V-TP-NB-SM-2EPPN-SM-2EO41.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28V-TP-NB-SM-2EPPN-SM-2EO41/jobs/mutation_validator/consensus/job.56427630/THCA-TCGA-BJ-A28V-TP-NB-SM-2EPPN-SM-2EO41.validated_with_consensus.maf
THCA-TCGA-BJ-A28W		/seq/picard_aggregation/C499/TCGA-BJ-A28W-11A-11D-A16O-08/v5/TCGA-BJ-A28W-11A-11D-A16O-08.bam		
THCA-TCGA-BJ-A28W		/seq/picard_aggregation/C499/TCGA-BJ-A28W-11A-11D-A16O-08/v5/TCGA-BJ-A28W-11A-11D-A16O-08.bam		
THCA-TCGA-BJ-A28W		/seq/picard_aggregation/C499/TCGA-BJ-A28W-10A-01D-A17V-08/v2/TCGA-BJ-A28W-10A-01D-A17V-08.bam		
THCA-TCGA-BJ-A28W		/seq/picard_aggregation/C499/TCGA-BJ-A28W-10A-01D-A17V-08/v2/TCGA-BJ-A28W-10A-01D-A17V-08.bam		
THCA-TCGA-BJ-A28X	/seq/picard_aggregation/C499/TCGA-BJ-A28X-01A-11D-A22D-08/v1/TCGA-BJ-A28X-01A-11D-A22D-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28X-11A-11D-A22D-08/v1/TCGA-BJ-A28X-11A-11D-A22D-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P/jobs/mutation_validator/consensus_snp/job.56426797/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P/jobs/mutation_validator/consensus/job.56426798/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P.validated_with_consensus.maf
THCA-TCGA-BJ-A28X	/seq/picard_aggregation/C499/TCGA-BJ-A28X-01A-11D-A22D-08/v1/TCGA-BJ-A28X-01A-11D-A22D-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28X-11A-11D-A22D-08/v1/TCGA-BJ-A28X-11A-11D-A22D-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT/jobs/mutation_validator/consensus_snp/job.56427722/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT/jobs/mutation_validator/consensus/job.56427723/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT.validated_with_consensus.maf
THCA-TCGA-BJ-A28X	/seq/picard_aggregation/C499/TCGA-BJ-A28X-01A-11D-A22D-08/v1/TCGA-BJ-A28X-01A-11D-A22D-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28X-10A-01D-A22D-08/v1/TCGA-BJ-A28X-10A-01D-A22D-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P/jobs/mutation_validator/consensus_snp/job.56426797/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P/jobs/mutation_validator/consensus/job.56426798/THCA-TCGA-BJ-A28X-TP-NB-SM-35Q2K-SM-35Q2P.validated_with_consensus.maf
THCA-TCGA-BJ-A28X	/seq/picard_aggregation/C499/TCGA-BJ-A28X-01A-11D-A22D-08/v1/TCGA-BJ-A28X-01A-11D-A22D-08.bam	/seq/picard_aggregation/C499/TCGA-BJ-A28X-10A-01D-A22D-08/v1/TCGA-BJ-A28X-10A-01D-A22D-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT/jobs/mutation_validator/consensus_snp/job.56427722/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT/jobs/mutation_validator/consensus/job.56427723/THCA-TCGA-BJ-A28X-TP-NT-SM-35Q2K-SM-35PZT.validated_with_consensus.maf
