individual_id	tumor_bam	normal_bam	maf_file_capture_validated_consensus	indel_maf_file_capture_validated_consensus
THCA-TCGA-CE-A484	/seq/picard_aggregation/C499/TCGA-CE-A484-01A-11D-A23U-08/v3/TCGA-CE-A484-01A-11D-A23U-08.bam	/seq/picard_aggregation/C499/TCGA-CE-A484-10A-01D-A23U-08/v3/TCGA-CE-A484-10A-01D-A23U-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-CE-A484-TP-NB-SM-3O9RZ-SM-3O9S4/jobs/mutation_validator/consensus_snp/job.56427712/THCA-TCGA-CE-A484-TP-NB-SM-3O9RZ-SM-3O9S4.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-CE-A484-TP-NB-SM-3O9RZ-SM-3O9S4/jobs/mutation_validator/consensus/job.56427713/THCA-TCGA-CE-A484-TP-NB-SM-3O9RZ-SM-3O9S4.validated_with_consensus.maf
THCA-TCGA-CE-A485	/seq/picard_aggregation/C499/TCGA-CE-A485-01A-11D-A23U-08/v3/TCGA-CE-A485-01A-11D-A23U-08.bam	/seq/picard_aggregation/C499/TCGA-CE-A485-10A-01D-A23U-08/v3/TCGA-CE-A485-10A-01D-A23U-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-CE-A485-TP-NB-SM-3O9S8-SM-3O9SC/jobs/mutation_validator/consensus_snp/job.56428295/THCA-TCGA-CE-A485-TP-NB-SM-3O9S8-SM-3O9SC.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-CE-A485-TP-NB-SM-3O9S8-SM-3O9SC/jobs/mutation_validator/consensus/job.56428296/THCA-TCGA-CE-A485-TP-NB-SM-3O9S8-SM-3O9SC.validated_with_consensus.maf
THCA-TCGA-DE-A0XZ	/seq/picard_aggregation/C499/TCGA-DE-A0XZ-01A-11D-A17V-08/v1/TCGA-DE-A0XZ-01A-11D-A17V-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A0XZ-10A-01D-A17V-08/v1/TCGA-DE-A0XZ-10A-01D-A17V-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A0XZ-TP-NB-SM-29SS9-SM-29SSD/jobs/mutation_validator/consensus_snp/job.56428235/THCA-TCGA-DE-A0XZ-TP-NB-SM-29SS9-SM-29SSD.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A0XZ-TP-NB-SM-29SS9-SM-29SSD/jobs/mutation_validator/consensus/job.56428236/THCA-TCGA-DE-A0XZ-TP-NB-SM-29SS9-SM-29SSD.validated_with_consensus.maf
THCA-TCGA-DE-A0Y2	/seq/picard_aggregation/C499/TCGA-DE-A0Y2-01A-11D-A10S-08/v5/TCGA-DE-A0Y2-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A0Y2-10A-01D-A10S-08/v5/TCGA-DE-A0Y2-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A0Y2-TP-NB-SM-1RAE5-SM-1RAE9/jobs/mutation_validator/consensus_snp/job.56406848/THCA-TCGA-DE-A0Y2-TP-NB-SM-1RAE5-SM-1RAE9.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A0Y2-TP-NB-SM-1RAE5-SM-1RAE9/jobs/mutation_validator/consensus/job.56406838/THCA-TCGA-DE-A0Y2-TP-NB-SM-1RAE5-SM-1RAE9.validated_with_consensus.maf
THCA-TCGA-DE-A0Y3	/seq/picard_aggregation/C499/TCGA-DE-A0Y3-01B-11D-A10S-08/v5/TCGA-DE-A0Y3-01B-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A0Y3-10A-01D-A10S-08/v5/TCGA-DE-A0Y3-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A0Y3-TP-NB-SM-1RAED-SM-1RAEG/jobs/mutation_validator/consensus_snp/job.56423425/THCA-TCGA-DE-A0Y3-TP-NB-SM-1RAED-SM-1RAEG.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A0Y3-TP-NB-SM-1RAED-SM-1RAEG/jobs/mutation_validator/consensus/job.56423426/THCA-TCGA-DE-A0Y3-TP-NB-SM-1RAED-SM-1RAEG.validated_with_consensus.maf
THCA-TCGA-DE-A2OL	/seq/picard_aggregation/C499/TCGA-DE-A2OL-01A-11D-A18F-08/v1/TCGA-DE-A2OL-01A-11D-A18F-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A2OL-10A-01D-A18F-08/v1/TCGA-DE-A2OL-10A-01D-A18F-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A2OL-TP-NB-SM-2BWKO-SM-2BWKR/jobs/mutation_validator/consensus_snp/job.56427847/THCA-TCGA-DE-A2OL-TP-NB-SM-2BWKO-SM-2BWKR.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A2OL-TP-NB-SM-2BWKO-SM-2BWKR/jobs/mutation_validator/consensus/job.56423420/THCA-TCGA-DE-A2OL-TP-NB-SM-2BWKO-SM-2BWKR.validated_with_consensus.maf
THCA-TCGA-DE-A3KN	/seq/picard_aggregation/C499/TCGA-DE-A3KN-01A-11D-A20C-08/v2/TCGA-DE-A3KN-01A-11D-A20C-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A3KN-10A-01D-A20C-08/v2/TCGA-DE-A3KN-10A-01D-A20C-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A3KN-TP-NB-SM-2S1RY-SM-2S1S2/jobs/mutation_validator/consensus_snp/job.56427698/THCA-TCGA-DE-A3KN-TP-NB-SM-2S1RY-SM-2S1S2.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A3KN-TP-NB-SM-2S1RY-SM-2S1S2/jobs/mutation_validator/consensus/job.56427699/THCA-TCGA-DE-A3KN-TP-NB-SM-2S1RY-SM-2S1S2.validated_with_consensus.maf
THCA-TCGA-DE-A4M8	/seq/picard_aggregation/C499/TCGA-DE-A4M8-01A-21D-A257-08/v3/TCGA-DE-A4M8-01A-21D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4M8-10A-01D-A25A-08/v6/TCGA-DE-A4M8-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4M8-TP-NB-SM-3UTFI-SM-3UTHF/jobs/mutation_validator/consensus_snp/job.56428224/THCA-TCGA-DE-A4M8-TP-NB-SM-3UTFI-SM-3UTHF.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4M8-TP-NB-SM-3UTFI-SM-3UTHF/jobs/mutation_validator/consensus/job.56428225/THCA-TCGA-DE-A4M8-TP-NB-SM-3UTFI-SM-3UTHF.validated_with_consensus.maf
THCA-TCGA-DE-A4M9	/seq/picard_aggregation/C499/TCGA-DE-A4M9-01A-11D-A257-08/v2/TCGA-DE-A4M9-01A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4M9-10A-01D-A25A-08/v5/TCGA-DE-A4M9-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4M9-TP-NB-SM-3UTFR-SM-3UTHO/jobs/mutation_validator/consensus_snp/job.56427700/THCA-TCGA-DE-A4M9-TP-NB-SM-3UTFR-SM-3UTHO.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4M9-TP-NB-SM-3UTFR-SM-3UTHO/jobs/mutation_validator/consensus/job.56427701/THCA-TCGA-DE-A4M9-TP-NB-SM-3UTFR-SM-3UTHO.validated_with_consensus.maf
THCA-TCGA-DE-A4MA	/seq/picard_aggregation/C499/TCGA-DE-A4MA-01A-11D-A257-08/v3/TCGA-DE-A4MA-01A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4MA-10A-01D-A25A-08/v6/TCGA-DE-A4MA-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MA-TP-NB-SM-3UTE3-SM-3UTFZ/jobs/mutation_validator/consensus_snp/job.56428299/THCA-TCGA-DE-A4MA-TP-NB-SM-3UTE3-SM-3UTFZ.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MA-TP-NB-SM-3UTE3-SM-3UTFZ/jobs/mutation_validator/consensus/job.56428300/THCA-TCGA-DE-A4MA-TP-NB-SM-3UTE3-SM-3UTFZ.validated_with_consensus.maf
THCA-TCGA-DE-A4MB	/seq/picard_aggregation/C499/TCGA-DE-A4MB-01A-11D-A257-08/v3/TCGA-DE-A4MB-01A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4MB-10A-01D-A25A-08/v6/TCGA-DE-A4MB-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MB-TP-NB-SM-3UTEB-SM-3UTG8/jobs/mutation_validator/consensus_snp/job.56423409/THCA-TCGA-DE-A4MB-TP-NB-SM-3UTEB-SM-3UTG8.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MB-TP-NB-SM-3UTEB-SM-3UTG8/jobs/mutation_validator/consensus/job.56423410/THCA-TCGA-DE-A4MB-TP-NB-SM-3UTEB-SM-3UTG8.validated_with_consensus.maf
THCA-TCGA-DE-A4MC	/seq/picard_aggregation/C499/TCGA-DE-A4MC-01A-11D-A257-08/v3/TCGA-DE-A4MC-01A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4MC-10A-01D-A25A-08/v6/TCGA-DE-A4MC-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MC-TP-NB-SM-3UTEJ-SM-3UTGG/jobs/mutation_validator/consensus_snp/job.56406708/THCA-TCGA-DE-A4MC-TP-NB-SM-3UTEJ-SM-3UTGG.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MC-TP-NB-SM-3UTEJ-SM-3UTGG/jobs/mutation_validator/consensus/job.56406655/THCA-TCGA-DE-A4MC-TP-NB-SM-3UTEJ-SM-3UTGG.validated_with_consensus.maf
THCA-TCGA-DE-A4MD	/seq/picard_aggregation/C499/TCGA-DE-A4MD-01A-11D-A257-08/v3/TCGA-DE-A4MD-01A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4MD-10A-01D-A25A-08/v5/TCGA-DE-A4MD-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO/jobs/mutation_validator/consensus_snp/job.56406709/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO/jobs/mutation_validator/consensus/job.56406656/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO.validated_with_consensus.maf
THCA-TCGA-DE-A4MD	/seq/picard_aggregation/C499/TCGA-DE-A4MD-01A-11D-A257-08/v3/TCGA-DE-A4MD-01A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4MD-10A-01D-A25A-08/v5/TCGA-DE-A4MD-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO/jobs/mutation_validator/consensus_snp/job.56406710/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO/jobs/mutation_validator/consensus/job.56406657/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO.validated_with_consensus.maf
THCA-TCGA-DE-A4MD	/seq/picard_aggregation/C499/TCGA-DE-A4MD-06A-11D-A257-08/v3/TCGA-DE-A4MD-06A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4MD-10A-01D-A25A-08/v5/TCGA-DE-A4MD-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO/jobs/mutation_validator/consensus_snp/job.56406709/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO/jobs/mutation_validator/consensus/job.56406656/THCA-TCGA-DE-A4MD-TM-NB-SM-3UTFH-SM-3UTGO.validated_with_consensus.maf
THCA-TCGA-DE-A4MD	/seq/picard_aggregation/C499/TCGA-DE-A4MD-06A-11D-A257-08/v3/TCGA-DE-A4MD-06A-11D-A257-08.bam	/seq/picard_aggregation/C499/TCGA-DE-A4MD-10A-01D-A25A-08/v5/TCGA-DE-A4MD-10A-01D-A25A-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO/jobs/mutation_validator/consensus_snp/job.56406710/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO/jobs/mutation_validator/consensus/job.56406657/THCA-TCGA-DE-A4MD-TP-NB-SM-3UTER-SM-3UTGO.validated_with_consensus.maf
THCA-TCGA-DJ-A13L	/seq/picard_aggregation/C499/TCGA-DJ-A13L-01A-11D-A21Z-08/v2/TCGA-DJ-A13L-01A-11D-A21Z-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13L-10A-01D-A21Z-08/v2/TCGA-DJ-A13L-10A-01D-A21Z-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13L-TP-NB-SM-31KVJ-SM-31KVO/jobs/mutation_validator/consensus_snp/job.56428262/THCA-TCGA-DJ-A13L-TP-NB-SM-31KVJ-SM-31KVO.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13L-TP-NB-SM-31KVJ-SM-31KVO/jobs/mutation_validator/consensus/job.56428263/THCA-TCGA-DJ-A13L-TP-NB-SM-31KVJ-SM-31KVO.validated_with_consensus.maf
THCA-TCGA-DJ-A13M	/seq/picard_aggregation/C499/TCGA-DJ-A13M-01A-11D-A10S-08/v6/TCGA-DJ-A13M-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13M-10A-01D-A10S-08/v5/TCGA-DJ-A13M-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13M-TP-NB-SM-1RADZ-SM-1RAE3/jobs/mutation_validator/consensus_snp/job.56426799/THCA-TCGA-DJ-A13M-TP-NB-SM-1RADZ-SM-1RAE3.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13M-TP-NB-SM-1RADZ-SM-1RAE3/jobs/mutation_validator/consensus/job.56426800/THCA-TCGA-DJ-A13M-TP-NB-SM-1RADZ-SM-1RAE3.validated_with_consensus.maf
THCA-TCGA-DJ-A13O	/seq/picard_aggregation/C499/TCGA-DJ-A13O-01A-11D-A10S-08/v7/TCGA-DJ-A13O-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13O-10A-01D-A10S-08/v5/TCGA-DJ-A13O-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13O-TP-NB-SM-1RAE7-SM-1RAEB/jobs/mutation_validator/consensus_snp/job.56428256/THCA-TCGA-DJ-A13O-TP-NB-SM-1RAE7-SM-1RAEB.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13O-TP-NB-SM-1RAE7-SM-1RAEB/jobs/mutation_validator/consensus/job.56428257/THCA-TCGA-DJ-A13O-TP-NB-SM-1RAE7-SM-1RAEB.validated_with_consensus.maf
THCA-TCGA-DJ-A13P	/seq/picard_aggregation/C499/TCGA-DJ-A13P-01A-11D-A10S-08/v5/TCGA-DJ-A13P-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13P-10A-01D-A10S-08/v5/TCGA-DJ-A13P-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13P-TP-NB-SM-1RAEF-SM-1RAEI/jobs/mutation_validator/consensus_snp/job.56427885/THCA-TCGA-DJ-A13P-TP-NB-SM-1RAEF-SM-1RAEI.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13P-TP-NB-SM-1RAEF-SM-1RAEI/jobs/mutation_validator/consensus/job.56427886/THCA-TCGA-DJ-A13P-TP-NB-SM-1RAEF-SM-1RAEI.validated_with_consensus.maf
THCA-TCGA-DJ-A13R	/seq/picard_aggregation/C499/TCGA-DJ-A13R-01A-11D-A10S-08/v5/TCGA-DJ-A13R-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13R-10A-01D-A10S-08/v6/TCGA-DJ-A13R-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13R-TP-NB-SM-1RAEL-SM-1RAEO/jobs/mutation_validator/consensus_snp/job.56427837/THCA-TCGA-DJ-A13R-TP-NB-SM-1RAEL-SM-1RAEO.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13R-TP-NB-SM-1RAEL-SM-1RAEO/jobs/mutation_validator/consensus/job.56423418/THCA-TCGA-DJ-A13R-TP-NB-SM-1RAEL-SM-1RAEO.validated_with_consensus.maf
THCA-TCGA-DJ-A13S	/seq/picard_aggregation/C499/TCGA-DJ-A13S-01A-11D-A10S-08/v5/TCGA-DJ-A13S-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13S-10A-01D-A10S-08/v5/TCGA-DJ-A13S-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13S-TP-NB-SM-1RAER-SM-1RAEU/jobs/mutation_validator/consensus_snp/job.56427895/THCA-TCGA-DJ-A13S-TP-NB-SM-1RAER-SM-1RAEU.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13S-TP-NB-SM-1RAER-SM-1RAEU/jobs/mutation_validator/consensus/job.56427896/THCA-TCGA-DJ-A13S-TP-NB-SM-1RAER-SM-1RAEU.validated_with_consensus.maf
THCA-TCGA-DJ-A13T	/seq/picard_aggregation/C499/TCGA-DJ-A13T-01A-11D-A10S-08/v5/TCGA-DJ-A13T-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13T-10A-01D-A10S-08/v5/TCGA-DJ-A13T-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13T-TP-NB-SM-1RAEX-SM-1RAF1/jobs/mutation_validator/consensus_snp/job.56423431/THCA-TCGA-DJ-A13T-TP-NB-SM-1RAEX-SM-1RAF1.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13T-TP-NB-SM-1RAEX-SM-1RAF1/jobs/mutation_validator/consensus/job.56423432/THCA-TCGA-DJ-A13T-TP-NB-SM-1RAEX-SM-1RAF1.validated_with_consensus.maf
THCA-TCGA-DJ-A13U	/seq/picard_aggregation/C499/TCGA-DJ-A13U-01A-11D-A10S-08/v6/TCGA-DJ-A13U-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13U-10A-01D-A10S-08/v6/TCGA-DJ-A13U-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13U-TP-NB-SM-1RADO-SM-1RADR/jobs/mutation_validator/consensus_snp/job.56427783/THCA-TCGA-DJ-A13U-TP-NB-SM-1RADO-SM-1RADR.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13U-TP-NB-SM-1RADO-SM-1RADR/jobs/mutation_validator/consensus/job.56427784/THCA-TCGA-DJ-A13U-TP-NB-SM-1RADO-SM-1RADR.validated_with_consensus.maf
THCA-TCGA-DJ-A13V	/seq/picard_aggregation/C499/TCGA-DJ-A13V-01A-11D-A10S-08/v5/TCGA-DJ-A13V-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13V-10A-01D-A10S-08/v5/TCGA-DJ-A13V-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13V-TP-NB-SM-1RADU-SM-1RADX/jobs/mutation_validator/consensus_snp/job.56428104/THCA-TCGA-DJ-A13V-TP-NB-SM-1RADU-SM-1RADX.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13V-TP-NB-SM-1RADU-SM-1RADX/jobs/mutation_validator/consensus/job.56423400/THCA-TCGA-DJ-A13V-TP-NB-SM-1RADU-SM-1RADX.validated_with_consensus.maf
THCA-TCGA-DJ-A13W	/seq/picard_aggregation/C499/TCGA-DJ-A13W-01A-11D-A10S-08/v5/TCGA-DJ-A13W-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13W-10A-01D-A10S-08/v5/TCGA-DJ-A13W-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13W-TP-NB-SM-1RAE1-SM-1RAE4/jobs/mutation_validator/consensus_snp/job.56428066/THCA-TCGA-DJ-A13W-TP-NB-SM-1RAE1-SM-1RAE4.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13W-TP-NB-SM-1RAE1-SM-1RAE4/jobs/mutation_validator/consensus/job.56428067/THCA-TCGA-DJ-A13W-TP-NB-SM-1RAE1-SM-1RAE4.validated_with_consensus.maf
THCA-TCGA-DJ-A13X	/seq/picard_aggregation/C499/TCGA-DJ-A13X-01A-11D-A10S-08/v6/TCGA-DJ-A13X-01A-11D-A10S-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A13X-10A-01D-A10S-08/v5/TCGA-DJ-A13X-10A-01D-A10S-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13X-TP-NB-SM-1RAE8-SM-1RAEC/jobs/mutation_validator/consensus_snp/job.56427852/THCA-TCGA-DJ-A13X-TP-NB-SM-1RAE8-SM-1RAEC.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A13X-TP-NB-SM-1RAE8-SM-1RAEC/jobs/mutation_validator/consensus/job.56427853/THCA-TCGA-DJ-A13X-TP-NB-SM-1RAE8-SM-1RAEC.validated_with_consensus.maf
THCA-TCGA-DJ-A1QD	/seq/picard_aggregation/C499/TCGA-DJ-A1QD-01A-11D-A14W-08/v3/TCGA-DJ-A1QD-01A-11D-A14W-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A1QD-10A-01D-A14W-08/v3/TCGA-DJ-A1QD-10A-01D-A14W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QD-TP-NB-SM-1YYKA-SM-1YYKC/jobs/mutation_validator/consensus_snp/job.56427726/THCA-TCGA-DJ-A1QD-TP-NB-SM-1YYKA-SM-1YYKC.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QD-TP-NB-SM-1YYKA-SM-1YYKC/jobs/mutation_validator/consensus/job.56427728/THCA-TCGA-DJ-A1QD-TP-NB-SM-1YYKA-SM-1YYKC.validated_with_consensus.maf
THCA-TCGA-DJ-A1QE	/seq/picard_aggregation/C499/TCGA-DJ-A1QE-01A-21D-A14W-08/v3/TCGA-DJ-A1QE-01A-21D-A14W-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A1QE-10A-01D-A14W-08/v3/TCGA-DJ-A1QE-10A-01D-A14W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QE-TP-NB-SM-1YYKE-SM-1YYKG/jobs/mutation_validator/consensus_snp/job.56427933/THCA-TCGA-DJ-A1QE-TP-NB-SM-1YYKE-SM-1YYKG.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QE-TP-NB-SM-1YYKE-SM-1YYKG/jobs/mutation_validator/consensus/job.56427934/THCA-TCGA-DJ-A1QE-TP-NB-SM-1YYKE-SM-1YYKG.validated_with_consensus.maf
THCA-TCGA-DJ-A1QF	/seq/picard_aggregation/C499/TCGA-DJ-A1QF-01A-12D-A14W-08/v3/TCGA-DJ-A1QF-01A-12D-A14W-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A1QF-10A-01D-A14W-08/v3/TCGA-DJ-A1QF-10A-01D-A14W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QF-TP-NB-SM-1YYJB-SM-1YYJD/jobs/mutation_validator/consensus_snp/job.56427662/THCA-TCGA-DJ-A1QF-TP-NB-SM-1YYJB-SM-1YYJD.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QF-TP-NB-SM-1YYJB-SM-1YYJD/jobs/mutation_validator/consensus/job.56427575/THCA-TCGA-DJ-A1QF-TP-NB-SM-1YYJB-SM-1YYJD.validated_with_consensus.maf
THCA-TCGA-DJ-A1QG	/seq/picard_aggregation/C499/TCGA-DJ-A1QG-01A-11D-A14W-08/v3/TCGA-DJ-A1QG-01A-11D-A14W-08.bam	/seq/picard_aggregation/C499/TCGA-DJ-A1QG-10A-01D-A14W-08/v3/TCGA-DJ-A1QG-10A-01D-A14W-08.bam	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QG-TP-NB-SM-1YYJW-SM-1YYJZ/jobs/mutation_validator/consensus_snp/job.56428132/THCA-TCGA-DJ-A1QG-TP-NB-SM-1YYJW-SM-1YYJZ.validated_with_consensus.maf	/local/cga-fh/cga/An_PanCan_Germline/Pair/THCA-TCGA-DJ-A1QG-TP-NB-SM-1YYJW-SM-1YYJZ/jobs/mutation_validator/consensus/job.56428133/THCA-TCGA-DJ-A1QG-TP-NB-SM-1YYJW-SM-1YYJZ.validated_with_consensus.maf
